AccNum,LoanType,RateType,RestructureLastSixMonths,Restructure,DaysPastDue,DefaultIndicator,Balance
121799401,AB1,Tracker,0,0,0,0,-223473.6845
121799407,AB2,Tracker,0,0,0,0,-12559.87238
121799701,AB2,Tracker,0,0,0,0,-41211.46323
121799707,AB2,Tracker,0,0,0,0,-40894.72954
121800001,AB1,Tracker,0,0,0,0,-613644.001
121800007,AB2,Variable,1,1,27,0,-138734.4405
121800301,AB2,Variable,1,1,0,0,-46338.68118
121800307,AB2,Tracker,0,0,0,0,-33259.20888
121800601,AB1,Tracker,0,0,0,0,-222572.6164
121800607,AB1,Tracker,1,1,0,0,-227961.8108
121859167,AB2,Tracker,0,0,0,0,-72295.24486
121859467,AB1,Tracker,0,0,0,0,-231016.8794
121859767,AB2,Fixed,0,0,0,0,-263752.7327
121860067,AB1,Tracker,1,1,0,0,-227271.7809
121860367,AB2,Tracker,0,1,0,0,-167758.7214
121860667,AB1,Tracker,0,0,0,0,-104946.2755
121860967,AB1,Tracker,0,0,0,0,-204100.0086
121861267,AB2,Tracker,0,0,0,0,-28149.54253
122062373,AB1,Tracker,0,1,0,0,-233577.3463
122062673,Staff AB1,Tracker,0,1,0,0,-73286.02276
122062973,Staff AB2,Tracker,0,1,0,0,-130017.8677
122063273,AB1,Variable,0,0,7,0,-70527.42486
122063573,AB2,Tracker,0,0,0,0,-27555.55391
122063873,Staff AB2,Variable,0,0,0,0,-124521.6688
122064173,Staff AB2,Tracker,0,0,0,0,-92366.814
122064473,AB2,Tracker,0,0,0,0,-157521.8023
122103551,AB1,Fixed,1,1,0,0,-77195.53394
122103851,AB1,Fixed,0,1,0,0,-81017.2178
122104151,AB1,Fixed,1,1,0,0,-78415.84743
122104451,AB2,Fixed,0,0,0,0,-342845.1314
122104751,AB2,Tracker,0,0,0,0,-86710.04428
122105051,AB2,Tracker,0,0,0,0,-285161.6601
122105351,AB1,Tracker,0,0,0,0,-161028.5831
122105651,AB1,Tracker,1,1,0,0,-329035.525
122184363,AB1,Tracker,0,0,0,0,-163088.2494
122184663,AB1,Tracker,0,0,0,0,-17747.13358
122184963,Staff AB2,Variable,0,0,0,0,-198856.1505
122185263,Staff AB2,Tracker,0,0,0,0,-57054.0307
122185563,AB1,Tracker,0,0,0,0,-664293.7683
122185863,AB1,Tracker,0,0,0,0,-197975.335
122186163,AB1,Tracker,0,0,0,0,-679068.0317
122186463,AB1,Tracker,0,0,0,0,-1088939.805
122226585,AB1,Tracker,0,0,0,0,-1156069.699
122226885,AB1,Tracker,0,0,0,0,-1088784.23
122227185,Staff AB2,Tracker,0,0,0,0,-24054.61706
122227485,AB1,Tracker,0,0,0,0,-200710.2819
122227785,AB2,Tracker,1,1,0,0,-281494.2563
122228085,Staff AB2,Tracker,0,0,0,0,-24346.18826
122228385,AB2,Tracker,0,0,0,0,-163258.5707
122593563,AB1,Tracker,0,0,0,0,-1177643.103
122593863,AB1,Tracker,0,0,0,0,-1153179.237
122594163,AB2,Tracker,0,0,0,0,-155218.4319
122594463,AB2,Tracker,0,0,0,0,-39496.81632
122594763,AB1,Tracker,0,0,0,0,-252408.1931
122595063,AB1,Tracker,0,0,0,0,-215486.4944
122595363,AB1,Tracker,0,0,0,0,-246193.3403
122595663,AB1,Tracker,0,0,0,0,-233751.3326
122693049,AB2,Tracker,0,0,0,0,-289408.5535
122693071,AB2,Tracker,0,0,0,0,-58308.94018
122693349,AB2,Tracker,0,0,0,0,-49309.79107
122693371,AB2,Variable,0,1,234,1,-241477.4284
122693649,Staff AB2,Tracker,0,0,0,0,-67469.71792
122693671,Staff AB1,Tracker,0,0,0,0,-64692.3223
122693949,Staff AB1,Tracker,0,0,0,0,-105006.2421
122693971,Staff AB1,Tracker,0,0,0,0,-177502.7569
122694249,AB1,Variable,0,0,0,0,-1098616.14
122694271,AB2,Tracker,1,1,0,0,-28652.92545
122694549,AB1,Tracker,0,0,0,0,-55927.25658
122694571,AB1,Tracker,0,0,0,0,-227382.9597
122694849,AB1,Tracker,0,0,0,0,-222472.988
122694871,AB1,Variable,0,0,0,0,-754359.1751
122695149,Staff AB2,Variable,0,0,0,0,-277234.4624
122695171,Staff AB1,Variable,0,0,0,0,-218578.4084
122995621,AB1,Variable,0,0,0,0,-76478.20107
122995921,AB2,Variable,0,0,0,0,-146770.2391
122996221,AB1,Variable,1,1,0,0,-24301.50124
122996521,AB2,Fixed,0,0,0,0,-55028.00869
122996821,AB2,Fixed,0,0,0,0,-362960.3534
122997121,AB2,Variable,0,0,0,0,-54174.90092
122997421,AB2,Variable,0,0,0,0,-215002.0777
122997721,AB2,Fixed,0,0,0,0,-221642.4246
123087861,AB1,Variable,0,0,0,0,-55033.67799
123088161,Staff AB2,Variable,0,0,0,0,-39279.47468
123088461,AB2,Fixed,0,0,0,0,-271599.2818
123088761,AB2,Fixed,0,0,0,0,-278959.4029
123089061,AB2,Variable,0,0,0,0,-69176.36137
123089361,AB2,Variable,0,0,0,0,-19413.1565
123089661,AB1,Tracker,0,0,0,0,-56003.73401
123089961,AB1,Tracker,0,1,0,0,-57401.47554
123348755,AB1,Tracker,0,0,0,0,-61527.19623
123349055,AB2,Variable,0,0,0,0,-30344.741
123349355,AB1,Tracker,0,0,0,0,-76143.79966
123349655,AB1,Tracker,0,0,0,0,-78872.0143
123349955,AB1,Tracker,0,0,0,0,-90937.46135
123350255,AB3,Variable,0,0,0,0,-7080.62021
123350555,AB1,Tracker,0,0,0,0,-69094.20665
123350855,AB1,Tracker,0,0,0,0,-46453.43536
123385237,AB1,Tracker,0,0,0,0,-106251.3522
123385239,AB1,Tracker,0,0,0,0,-43699.50616
123385537,AB1,Tracker,0,0,0,0,-103086.5643
123385539,AB2,Variable,0,1,42,0,-6165.446471
123385837,AB1,Variable,0,0,0,0,-57239.55026
123385839,AB2,Variable,0,0,0,0,-59987.65014
123386137,AB2,Variable,0,0,0,0,-205154.0567
123386139,AB1,Tracker,0,0,0,0,-58285.25655
123386437,AB2,Variable,0,0,0,0,-60472.88269
123386439,AB1,Tracker,0,0,0,0,-144664.2949
123386737,AB2,Fixed,0,0,0,0,-25450.03656
123386739,AB1,Tracker,0,0,0,0,-88785.03501
123387037,AB1,Tracker,0,0,0,0,-83718.04271
123387039,AB2,Tracker,0,0,0,0,-83403.8252
123454031,AB2,Tracker,0,0,0,0,-85841.63951
123454331,AB1,Tracker,1,1,0,0,-151357.6388
123454631,Staff AB2,Tracker,0,0,0,0,-42428.14761
123454931,Staff AB2,Variable,0,0,0,0,-180783.236
123455231,AB2,Tracker,0,0,0,0,-35284.02481
123455531,AB1,Tracker,0,1,0,0,-194517.9654
123455831,AB2,Tracker,0,0,0,0,-18827.30332
123456131,AB2,Variable,0,0,0,0,-17825.03862
123459521,AB2,Fixed,0,0,0,0,-102864.6715
123459821,AB3,Tracker,0,0,0,0,-68729.06272
123460121,AB2,Variable,0,0,0,0,-81714.14719
123460421,AB2,Tracker,0,0,0,0,-73582.5976
123460721,AB1,Tracker,0,0,0,0,-58553.5144
123461021,Staff AB2,Variable,0,0,0,0,-71719.67543
123461321,AB1,Tracker,0,0,0,0,-131961.5743
123461621,Staff AB1,Variable,0,1,0,0,-92888.16165
123464615,AB2,Tracker,0,0,0,0,-47628.73105
123464915,AB1,Variable,0,0,0,0,-205841.5282
123465215,AB1,Tracker,0,0,0,0,-578394.9134
123465515,AB1,Tracker,0,0,0,0,-118479.0204
123465815,AB1,Tracker,0,0,0,0,-73762.14433
123466115,AB1,Tracker,0,0,0,0,-55427.54336
123466415,AB2,Fixed,0,0,0,0,-239381.0107
123466715,AB1,Tracker,0,1,0,0,-227948.8903
123593845,AB1,Tracker,0,0,0,0,-201818.3619
123594145,AB2,Variable,0,0,999,1,-60882.58483
123594445,AB1,Tracker,0,1,0,0,-130095.3803
123594745,AB1,Tracker,0,1,0,0,-140072.1837
123595045,AB1,Tracker,0,0,0,0,-155550.4141
123595345,AB1,Tracker,0,1,0,0,-141043.3623
123595645,AB1,Variable,0,0,0,0,-146003.7085
123595945,AB2,Variable,0,1,0,0,-162025.4629
123604687,AB2,Tracker,0,0,0,0,-232875.3646
123604987,AB2,Variable,0,0,0,0,-101277.4012
123605287,AB1,Fixed,1,1,0,0,-73823.2682
123605587,AB1,Fixed,0,1,0,0,-71379.93654
123605887,AB1,Fixed,1,1,0,0,-81816.2063
123606187,AB2,Variable,1,1,0,0,-86478.5986
123606487,AB2,Tracker,0,0,0,0,-80912.71455
123606787,AB1,Tracker,0,1,0,0,-192967.3778
123654047,AB1,Tracker,0,0,0,0,-184427.8176
123654347,AB2,Tracker,0,0,0,0,-122168.6012
123654647,AB1,Tracker,0,0,0,0,-801897.3421
123654947,AB1,Tracker,0,0,0,0,-255654.5128
123655247,AB2,Fixed,1,1,0,0,-148283.1567
123655547,AB1,Tracker,0,0,0,0,-314165.0769
123655847,AB1,Fixed,1,1,0,0,-144032.5537
123656147,AB1,Tracker,0,0,0,0,-230739.0291
123744617,AB1,Tracker,0,0,0,0,-212839.0373
123744917,AB1,Variable,0,0,163,1,-156612.8538
123745217,AB2,Tracker,0,0,0,0,-162242.7483
123745517,AB1,Variable,0,0,175,1,-18196.47254
123745817,AB2,Tracker,0,0,0,0,-125484.7139
123746117,AB1,Tracker,0,0,0,0,-48043.69649
123746417,AB1,Tracker,1,1,0,0,-939396.8479
123969041,AB1,Tracker,0,0,0,0,-997459.08
123969043,AB1,Tracker,0,1,0,0,-63177.00776
123969341,AB1,Tracker,0,0,0,0,-52285.65007
123969343,AB2,Variable,0,0,122,1,-43335.18209
123969641,AB1,Fixed,1,1,13,0,-143814.7734
123969643,AB2,Tracker,0,0,0,0,-1178379.878
123969941,AB1,Variable,0,0,0,0,-63971.36588
123969943,AB1,Variable,0,0,0,0,-190357.5683
123970241,AB1,Tracker,0,0,0,0,-235943.1589
123970243,AB1,Tracker,0,0,0,0,-227753.2403
123970541,AB2,Tracker,0,0,0,0,-156515.2957
123970543,AB2,Tracker,0,0,0,0,-176612.7989
123970841,AB2,Variable,0,0,3,0,-119100.6491
123970843,AB2,Tracker,0,0,0,0,-42116.3663
123971141,AB1,Tracker,0,0,0,0,-223896.7623
123971143,AB2,Fixed,0,0,0,0,-17808.42469
123998431,AB1,Tracker,0,0,0,0,-370340.4701
123998433,AB1,Variable,0,0,0,0,-263925.7779
123998731,Unknown,Tracker,0,0,0,0,-918917.5027
123998733,AB1,Tracker,0,0,0,0,-242844.6849
123999031,AB1,Tracker,0,0,0,0,-327689.6076
123999033,AB1,Tracker,0,0,0,0,-261868.6471
123999331,AB1,Tracker,0,0,0,0,-292245.085
123999333,AB1,Tracker,0,0,0,0,-510420.1105
123999631,Staff AB1,Variable,0,1,0,0,-178383.2376
123999633,AB3,Tracker,0,0,0,0,-93761.50432
123999931,AB1,Tracker,0,0,0,0,-354388.5843
123999933,AB2,Tracker,0,0,0,0,-33019.91378
124000231,AB2,Tracker,0,0,0,0,-252526.1789
124000233,Staff AB1,Tracker,0,0,0,0,-234967.1461
124000531,AB1,Tracker,0,0,0,0,-217691.1432
124000533,AB2,Tracker,0,0,0,0,-12479.98522
124189803,AB2,Tracker,0,0,0,0,-43233.39196
124190103,AB2,Tracker,0,0,0,0,-44267.22095
124190403,AB1,Tracker,0,0,0,0,-620357.3562
124190703,AB2,Variable,1,1,27,0,-138285.0008
124191003,AB2,Variable,1,1,0,0,-46868.11231
124191303,AB2,Tracker,0,0,0,0,-30275.87894
124191603,AB1,Tracker,0,0,0,0,-220572.9049
124191903,AB1,Tracker,1,1,0,0,-250695.6883
124223951,AB2,Tracker,0,0,0,0,-70652.92896
124224251,AB1,Tracker,0,0,0,0,-221117.5084
124224551,AB2,Fixed,0,0,0,0,-268644.5652
124224851,AB1,Tracker,1,1,0,0,-232304.4774
124225151,AB2,Tracker,0,1,0,0,-175956.9956
124225451,AB1,Tracker,0,0,0,0,-101254.1753
124225751,AB1,Tracker,0,0,0,0,-197727.1527
124226051,AB2,Tracker,0,0,0,0,-28233.14941
124295833,AB1,Tracker,0,1,0,0,-246608.3854
124296133,Staff AB1,Tracker,0,1,0,0,-73079.74738
124296433,Staff AB2,Tracker,0,1,0,0,-134280.5623
124296733,AB1,Variable,0,0,7,0,-67675.00068
124297033,AB2,Tracker,0,0,0,0,-27187.87214
124297333,Staff AB2,Variable,0,0,0,0,-122553.6644
124297633,Staff AB2,Tracker,0,0,0,0,-93570.36574
124297933,AB2,Tracker,0,0,0,0,-164778.3838
124302085,AB1,Fixed,1,1,0,0,-79515.75631
124302185,AB1,Fixed,0,1,0,0,-77665.09294
124302385,AB1,Fixed,1,1,0,0,-78617.60775
124302485,AB2,Fixed,0,0,0,0,-350884.3213
124302685,AB2,Tracker,0,0,0,0,-88559.57187
124302785,AB2,Tracker,0,0,0,0,-265041.1306
124302985,AB1,Tracker,0,0,0,0,-164431.0645
124303085,AB1,Tracker,1,1,0,0,-341401.3172
124303285,AB1,Tracker,0,0,0,0,-162226.8542
124303385,AB1,Tracker,0,0,0,0,-17974.42712
124303585,Staff AB2,Variable,0,0,0,0,-198965.8152
124303685,Staff AB2,Tracker,0,0,0,0,-59469.74196
124303885,AB1,Tracker,0,0,0,0,-654876.7651
124303985,AB1,Tracker,0,0,0,0,-209874.2209
124304285,AB1,Tracker,0,0,0,0,-680549.7085
124439207,AB1,Tracker,0,0,0,0,-1168644.331
124439507,AB1,Tracker,0,0,0,0,-1138124.862
124439807,AB1,Tracker,0,0,0,0,-1091224.254
124440107,Staff AB2,Tracker,0,0,0,0,-22699.43742
124440407,AB1,Tracker,0,0,0,0,-198369.1434
124440707,AB2,Tracker,1,1,0,0,-295214.8547
124441007,Staff AB2,Tracker,0,0,0,0,-24636.09399
124441307,AB2,Tracker,0,0,0,0,-163414.1177
124515641,AB1,Tracker,0,0,0,0,-1075394.229
124515941,AB1,Tracker,0,0,0,0,-1076486.875
124516241,AB2,Tracker,0,0,0,0,-145331.3677
124516541,AB2,Tracker,0,0,0,0,-36836.88995
124516841,AB1,Tracker,0,0,0,0,-271142.797
124517141,AB1,Tracker,0,0,0,0,-224616.2453
124517441,AB1,Tracker,0,0,0,0,-252885.4036
124595861,AB1,Tracker,0,0,0,0,-231468.0783
124596161,AB2,Tracker,0,0,0,0,-283125.9035
124596461,AB2,Tracker,0,0,0,0,-60693.83569
124596761,AB2,Tracker,0,0,0,0,-47497.37086
124597061,AB2,Variable,0,1,234,1,-257183.9388
124597361,Staff AB2,Tracker,0,0,0,0,-68941.65638
124597661,Staff AB1,Tracker,0,0,0,0,-69042.44706
124597961,Staff AB1,Tracker,0,0,0,0,-101535.8413
124660051,Staff AB1,Tracker,0,0,0,0,-190065.5322
124660351,AB1,Variable,0,0,0,0,-1179948.832
124660651,AB2,Tracker,1,1,0,0,-28661.28281
124660951,AB1,Tracker,0,0,0,0,-54070.63769
124661251,AB1,Tracker,0,0,0,0,-246221.8576
124661551,AB1,Tracker,0,0,0,0,-220730.3847
124661851,AB1,Variable,0,0,0,0,-807308.8998
124727767,Staff AB2,Variable,0,0,0,0,-280144.1461
124728067,Staff AB1,Variable,0,0,0,0,-214541.3539
124728367,AB1,Variable,0,0,0,0,-79584.10922
124728667,AB2,Variable,0,0,0,0,-144548.5352
124728967,AB1,Variable,1,1,0,0,-24066.40316
124729267,AB2,Fixed,0,0,0,0,-54345.94465
124729567,AB2,Fixed,0,0,0,0,-355073.7006
124729867,AB2,Variable,0,0,0,0,-52711.11036
124756735,AB2,Variable,0,0,0,0,-225341.4611
124757035,AB2,Fixed,0,0,0,0,-213692.7204
124757335,AB1,Variable,0,0,0,0,-51906.21588
124757635,Staff AB2,Variable,0,0,0,0,-38389.0555
124757935,AB2,Fixed,0,0,0,0,-271592.4805
124758235,AB2,Fixed,0,0,0,0,-263243.491
124758535,AB2,Variable,0,0,0,0,-66929.63226
124758835,AB2,Variable,0,0,0,0,-18943.21354
124770891,AB1,Tracker,0,0,0,0,-55104.92652
124771081,AB1,Tracker,0,1,0,0,-57396.22203
124771191,AB1,Tracker,0,0,0,0,-64332.26523
124771381,AB2,Variable,0,0,0,0,-27891.67284
124771491,AB1,Tracker,0,0,0,0,-79141.63722
124771681,AB1,Tracker,0,0,0,0,-82873.56914
124771791,AB1,Tracker,0,0,0,0,-90733.22188
124771981,AB3,Variable,0,0,0,0,-6907.01791
124772091,AB1,Tracker,0,0,0,0,-63785.83344
124772281,AB1,Tracker,0,0,0,0,-46759.5599
124772391,AB1,Tracker,0,0,0,0,-98853.6362
124772581,AB1,Tracker,0,0,0,0,-43241.97207
124772691,AB1,Tracker,0,0,0,0,-106068.9731
124772881,AB2,Variable,0,1,42,0,-6151.479162
124772991,AB1,Variable,0,0,0,0,-58402.6475
124773181,AB2,Variable,0,0,0,0,-60280.26798
124868057,AB2,Variable,0,0,0,0,-199219.8823
124868357,AB1,Tracker,0,0,0,0,-58152.44796
124868657,AB2,Variable,0,0,0,0,-59764.13308
124868957,AB1,Tracker,0,0,0,0,-145748.1409
124869257,AB2,Fixed,0,0,0,0,-26321.99164
124869557,AB1,Tracker,0,0,0,0,-88082.72512
124869857,AB1,Tracker,0,0,0,0,-83051.14002
124870157,AB2,Tracker,0,0,0,0,-79881.14357
125032031,AB2,Tracker,0,0,0,0,-85597.64688
125032331,AB1,Tracker,1,1,0,0,-141682.7613
125032631,Staff AB2,Tracker,0,0,0,0,-42002.04818
125032931,Staff AB2,Variable,0,0,0,0,-173416.6698
125033231,AB2,Tracker,0,0,0,0,-34968.56339
125033531,AB1,Tracker,0,1,0,0,-209202.399
125033831,AB2,Tracker,0,0,0,0,-17783.70567
125034131,AB2,Variable,0,0,0,0,-17039.45369
125050347,AB2,Fixed,0,0,0,0,-104467.3386
125050647,AB3,Tracker,0,0,0,0,-66690.52698
125050947,AB2,Variable,0,0,0,0,-81311.82168
125051247,AB2,Tracker,0,0,0,0,-74843.21793
125051547,AB1,Tracker,0,0,0,0,-56893.14274
125051847,Staff AB2,Variable,0,0,0,0,-69638.58141
125052147,AB1,Tracker,0,0,0,0,-131514.0879
125052447,Staff AB1,Variable,0,1,0,0,-89901.86239
125129173,AB2,Tracker,0,0,0,0,-43853.53393
125129473,AB1,Variable,0,0,0,0,-202954.0218
125129773,AB1,Tracker,0,0,0,0,-561628.5647
125130073,AB1,Tracker,0,0,0,0,-117908.0582
125130373,AB1,Tracker,0,0,0,0,-72700.18546
125130673,AB1,Tracker,0,0,0,0,-58216.42399
125130973,AB2,Fixed,0,0,0,0,-233947.494
125131273,AB1,Tracker,0,1,0,0,-249433.6734
125135645,AB1,Tracker,0,0,0,0,-201421.5305
125135945,AB2,Variable,0,0,999,1,-60748.77045
125136245,AB1,Tracker,0,1,0,0,-129299.1672
125136545,AB1,Tracker,0,1,0,0,-141713.8873
125136845,AB1,Tracker,0,0,0,0,-148223.1073
125137145,AB1,Tracker,0,1,0,0,-134603.9922
125137445,AB1,Variable,0,0,0,0,-157036.5859
125192277,AB2,Variable,0,1,0,0,-158966.8999
125192577,AB2,Tracker,0,0,0,0,-246760.6822
125192877,AB2,Variable,0,0,0,0,-103607.4745
125193177,AB1,Fixed,1,1,0,0,-77319.7113
125193477,AB1,Fixed,0,1,0,0,-73920.67985
125193777,AB1,Fixed,1,1,0,0,-77606.2555
125194077,AB2,Variable,1,1,0,0,-89855.34382
125194377,AB2,Tracker,0,0,0,0,-86774.81163
125279721,AB1,Tracker,0,1,0,0,-190824.7922
125280021,AB1,Tracker,0,0,0,0,-193374.7921
125280321,AB2,Tracker,0,0,0,0,-119853.2518
125280621,AB1,Tracker,0,0,0,0,-871990.3728
125280921,AB1,Tracker,0,0,0,0,-278121.9376
125281221,AB2,Fixed,1,1,0,0,-148712.7027
125281521,AB1,Tracker,0,0,0,0,-292047.6208
125305763,AB1,Fixed,1,1,0,0,-148008.0986
125306063,AB1,Tracker,0,0,0,0,-243639.8451
125306363,AB1,Tracker,0,0,0,0,-194377.58
125306663,AB1,Variable,0,0,163,1,-151669.2543
125306963,AB2,Tracker,0,0,0,0,-166025.1766
125307263,AB1,Variable,0,0,175,1,-17520.45077
125307563,AB2,Tracker,0,0,0,0,-126869.1008
125307863,AB1,Tracker,0,0,0,0,-47947.68774
125312989,AB1,Tracker,1,1,0,0,-947446.8117
125313289,AB1,Tracker,0,0,0,0,-931989.8189
125313589,AB1,Tracker,0,1,0,0,-65137.85117
125313889,AB1,Tracker,0,0,0,0,-54644.57865
125314189,AB2,Variable,0,0,122,1,-44556.92468
125314489,AB1,Fixed,1,1,13,0,-149375.8054
125314789,AB2,Tracker,0,0,0,0,-1246104.439
125390005,AB1,Variable,0,0,0,0,-64010.03038
125390305,AB1,Variable,0,0,0,0,-188975.7224
125390605,AB1,Tracker,0,0,0,0,-235244.861
125390905,AB1,Tracker,0,0,0,0,-238294.2793
125391205,AB2,Tracker,0,0,0,0,-150894.5329
125391505,AB2,Tracker,0,0,0,0,-183058.3242
125391805,AB2,Variable,0,0,3,0,-117662.5729
125392105,AB2,Tracker,0,0,0,0,-42863.99182
125392331,AB1,Tracker,0,0,0,0,-239550.1796
125392631,AB2,Fixed,0,0,0,0,-19106.14653
125392931,AB1,Tracker,0,0,0,0,-353459.7559
125393231,AB1,Variable,0,0,0,0,-280937.9055
125393531,Unknown,Tracker,0,0,0,0,-846871.8195
125393831,AB1,Tracker,0,0,0,0,-244955.5255
125394131,AB1,Tracker,0,0,0,0,-326796.8003
125394431,AB1,Tracker,0,0,0,0,-277848.0711
125588661,AB1,Tracker,0,0,0,0,-284397.3095
125588961,AB1,Tracker,0,0,0,0,-550532.2232
125589261,Staff AB1,Variable,0,1,0,0,-174864.1994
125589561,AB3,Tracker,0,0,0,0,-93148.5975
125589861,AB1,Tracker,0,0,0,0,-358233.6278
125590161,AB2,Tracker,0,0,0,0,-33421.5692
125590461,AB2,Tracker,0,0,0,0,-265188.2888
125590761,Staff AB1,Tracker,0,0,0,0,-224609.418
125798157,AB1,Tracker,0,0,0,0,-209792.6738
125798159,AB2,Tracker,0,0,0,0,-12639.64274
125798301,AB2,Tracker,0,0,0,0,-44269.3303
125798457,AB2,Tracker,0,0,0,0,-42284.39981
125798459,AB1,Tracker,0,0,0,0,-636073.1627
125798601,AB2,Variable,1,1,27,0,-147902.836
125798757,AB2,Variable,1,1,0,0,-45015.38764
125798759,AB2,Tracker,0,0,0,0,-33015.02073
125798901,AB1,Tracker,0,0,0,0,-230837.7129
125799057,AB1,Tracker,1,1,0,0,-249898.5798
125799059,AB2,Tracker,0,0,0,0,-68123.98844
125799201,AB1,Tracker,0,0,0,0,-235949.8911
125799357,AB2,Fixed,0,0,0,0,-278468.4445
125799359,AB1,Tracker,1,1,0,0,-234046.734
125799501,AB2,Tracker,0,1,0,0,-174102.1688
125799657,AB1,Tracker,0,0,0,0,-105268.9314
125799659,AB1,Tracker,0,0,0,0,-195732.7146
125799801,AB2,Tracker,0,0,0,0,-26032.51174
125799957,AB1,Tracker,0,1,0,0,-230515.0226
125799959,Staff AB1,Tracker,0,1,0,0,-72377.53608
125800101,Staff AB2,Tracker,0,1,0,0,-128922.9452
125866933,AB1,Variable,0,0,7,0,-69838.01187
125867233,AB2,Tracker,0,0,0,0,-27761.71501
125867533,Staff AB2,Variable,0,0,0,0,-121956.9899
125867833,Staff AB2,Tracker,0,0,0,0,-90182.52036
125868133,AB2,Tracker,0,0,0,0,-164786.5094
125868433,AB1,Fixed,1,1,0,0,-76808.44551
125868733,AB1,Fixed,0,1,0,0,-79758.84776
125869033,AB1,Fixed,1,1,0,0,-80789.2436
125939659,AB2,Fixed,0,0,0,0,-327709.8659
125939959,AB2,Tracker,0,0,0,0,-91938.65374
125940259,AB2,Tracker,0,0,0,0,-267099.6993
125940559,AB1,Tracker,0,0,0,0,-172046.5321
125940859,AB1,Tracker,1,1,0,0,-334738.0641
125941159,AB1,Tracker,0,0,0,0,-168168.3018
125941459,AB1,Tracker,0,0,0,0,-19000.93953
125941759,Staff AB2,Variable,0,0,0,0,-198664.4131
125975501,Staff AB2,Tracker,0,0,0,0,-57196.37743
125975801,AB1,Tracker,0,0,0,0,-661330.0594
125976101,AB1,Tracker,0,0,0,0,-201567.3768
125976401,AB1,Tracker,0,0,0,0,-681677.3564
125976701,AB1,Tracker,0,0,0,0,-1175770.917
125977001,AB1,Tracker,0,0,0,0,-1174695.537
125977301,AB1,Tracker,0,0,0,0,-1105686.701
125977601,Staff AB2,Tracker,0,0,0,0,-23010.64192
126050251,AB1,Tracker,0,0,0,0,-196683.0792
126050551,AB2,Tracker,1,1,0,0,-274921.1611
126050851,Staff AB2,Tracker,0,0,0,0,-23659.51406
126051151,AB2,Tracker,0,0,0,0,-167795.953
126051451,AB1,Tracker,0,0,0,0,-1098174.311
126051751,AB1,Tracker,0,0,0,0,-1082397.188
126052051,AB2,Tracker,0,0,0,0,-151595.4899
126052351,AB2,Tracker,0,0,0,0,-36855.59101
126094001,AB1,Tracker,0,0,0,0,-274291.201
126094301,AB1,Tracker,0,0,0,0,-205048.5374
126094601,AB1,Tracker,0,0,0,0,-255092.809
126094901,AB1,Tracker,0,0,0,0,-234322.7466
126095201,AB2,Tracker,0,0,0,0,-295222.5298
126095501,AB2,Tracker,0,0,0,0,-58187.06173
126095801,AB2,Tracker,0,0,0,0,-51149.4433
126096101,AB2,Variable,0,1,234,1,-256537.2895
126143687,Staff AB2,Tracker,0,0,0,0,-72200.00425
126143987,Staff AB1,Tracker,0,0,0,0,-66399.97655
126144287,Staff AB1,Tracker,0,0,0,0,-98194.68643
126144587,Staff AB1,Tracker,0,0,0,0,-191460.2353
126144887,AB1,Variable,0,0,0,0,-1091925.696
126145187,AB2,Tracker,1,1,0,0,-29300.702
126145487,AB1,Tracker,0,0,0,0,-53579.49382
126145787,AB1,Tracker,0,0,0,0,-238020.3578
126373167,AB1,Tracker,0,0,0,0,-229298.8718
126373467,AB1,Variable,0,0,0,0,-743282.0687
126373767,Staff AB2,Variable,0,0,0,0,-289965.7817
126374067,Staff AB1,Variable,0,0,0,0,-211413.3393
126374367,AB1,Variable,0,0,0,0,-77045.87653
126374667,AB2,Variable,0,0,0,0,-142323.4155
126374967,AB1,Variable,1,1,0,0,-24073.09681
126422981,AB2,Fixed,0,0,0,0,-54184.21995
126423281,AB2,Fixed,0,0,0,0,-364081.7483
126423581,AB2,Variable,0,0,0,0,-54484.10127
126423881,AB2,Variable,0,0,0,0,-226568.2868
126424181,AB2,Fixed,0,0,0,0,-223341.1564
126424481,AB1,Variable,0,0,0,0,-52682.01373
126424781,Staff AB2,Variable,0,0,0,0,-38337.36973
126425081,AB2,Fixed,0,0,0,0,-274562.0883
126542723,AB2,Fixed,0,0,0,0,-254246.1188
126543023,AB2,Variable,0,0,0,0,-67018.35158
126543323,AB2,Variable,0,0,0,0,-19708.32317
126543623,AB1,Tracker,0,0,0,0,-58854.70143
126543923,AB1,Tracker,0,1,0,0,-57480.39181
126544223,AB1,Tracker,0,0,0,0,-63157.12109
126544523,AB2,Variable,0,0,0,0,-29529.70434
126544823,AB1,Tracker,0,0,0,0,-83378.35921
126599095,AB1,Tracker,0,0,0,0,-82884.22043
126599395,AB1,Tracker,0,0,0,0,-98951.33957
126599695,AB3,Variable,0,0,0,0,-7102.402713
126599995,AB1,Tracker,0,0,0,0,-64128.80628
126600295,AB1,Tracker,0,0,0,0,-45583.3015
126600595,AB1,Tracker,0,0,0,0,-106713.2028
126600895,AB1,Tracker,0,0,0,0,-43133.22776
126753901,AB1,Tracker,0,0,0,0,-105358.8779
126754201,AB2,Variable,0,1,42,0,-5973.818884
126754501,AB1,Variable,0,0,0,0,-58436.5365
126754801,AB2,Variable,0,0,0,0,-57623.53618
126755101,AB2,Variable,0,0,0,0,-210201.3069
